subscription_id,customer_id,subscription_tier,monthly_revenue,subscription_start_date,subscription_end_date,is_active,payment_method,created_at,updated_at
SUB_001401,CUST_001916,enterprise,99,2025-11-02,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001402,CUST_001942,basic,299,2025-11-03,2024-09-27,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001403,CUST_001114,enterprise,299,2025-11-04,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001404,CUST_000749,premium,29,2025-11-05,2024-02-15,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001405,CUST_001093,basic,299,2025-11-06,2024-05-16,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001406,CUST_001189,enterprise,99,2025-11-07,2024-11-08,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001407,CUST_000641,basic,99,2025-11-08,2024-04-12,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001408,CUST_000213,premium,299,2025-11-09,2024-10-15,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001409,CUST_001875,basic,99,2025-11-10,2025-02-23,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001410,CUST_001624,enterprise,29,2025-11-11,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001411,CUST_001358,premium,299,2025-11-12,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001412,CUST_001787,premium,299,2025-11-13,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001413,CUST_000368,enterprise,299,2025-11-14,2024-04-25,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001414,CUST_001884,enterprise,99,2025-11-15,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001415,CUST_001607,enterprise,99,2025-11-16,2025-03-20,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001416,CUST_001700,basic,299,2025-11-17,2024-07-09,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001417,CUST_000048,basic,99,2025-11-18,2025-03-25,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001418,CUST_001075,basic,99,2025-11-19,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001419,CUST_001312,enterprise,299,2025-11-20,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001420,CUST_001813,enterprise,299,2025-11-21,2025-05-10,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001421,CUST_001649,basic,99,2025-11-22,2025-03-17,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001422,CUST_001262,premium,299,2025-11-23,2024-02-17,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001423,CUST_000132,basic,299,2025-11-24,2025-05-08,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001424,CUST_000998,premium,299,2025-11-25,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001425,CUST_000785,enterprise,299,2025-11-26,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001426,CUST_001189,enterprise,99,2025-11-27,2025-02-14,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001427,CUST_001397,basic,299,2025-11-28,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001428,CUST_000372,basic,29,2025-11-29,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001429,CUST_001828,enterprise,299,2025-11-30,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001430,CUST_001501,basic,29,2025-12-01,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001431,CUST_001778,enterprise,299,2025-12-02,2024-05-27,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001432,CUST_000478,enterprise,29,2025-12-03,2024-08-08,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001433,CUST_000831,premium,29,2025-12-04,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001434,CUST_000649,basic,299,2025-12-05,2024-05-12,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001435,CUST_001614,enterprise,299,2025-12-06,2025-03-25,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001436,CUST_000681,basic,299,2025-12-07,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001437,CUST_001658,premium,29,2025-12-08,2024-12-08,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001438,CUST_000687,premium,99,2025-12-09,2024-09-24,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001439,CUST_001323,basic,99,2025-12-10,2025-05-08,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001440,CUST_000081,basic,299,2025-12-11,2025-06-14,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001441,CUST_000086,enterprise,99,2025-12-12,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001442,CUST_000224,premium,99,2025-12-13,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001443,CUST_000015,premium,299,2025-12-14,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001444,CUST_000821,premium,29,2025-12-15,2024-09-22,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001445,CUST_001381,basic,299,2025-12-16,2024-12-09,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001446,CUST_000162,enterprise,99,2025-12-17,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001447,CUST_001633,basic,29,2025-12-18,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001448,CUST_001691,basic,99,2025-12-19,2025-08-15,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001449,CUST_000513,basic,29,2025-12-20,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001450,CUST_000349,enterprise,99,2025-12-21,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001451,CUST_001932,basic,299,2025-12-22,2024-08-22,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001452,CUST_000680,premium,99,2025-12-23,2024-10-13,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001453,CUST_001487,premium,99,2025-12-24,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001454,CUST_001850,premium,29,2025-12-25,2024-02-13,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001455,CUST_001860,enterprise,99,2025-12-26,2024-08-04,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001456,CUST_001398,basic,299,2025-12-27,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001457,CUST_001115,enterprise,299,2025-12-28,2025-03-23,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001458,CUST_000180,basic,299,2025-12-29,2024-02-08,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001459,CUST_000742,premium,29,2025-12-30,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001460,CUST_001324,basic,29,2025-12-31,2025-01-22,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001461,CUST_000659,basic,99,2026-01-01,2024-02-24,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001462,CUST_001815,basic,99,2026-01-02,2024-09-22,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001463,CUST_001212,enterprise,99,2026-01-03,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001464,CUST_001882,basic,29,2026-01-04,2024-12-27,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001465,CUST_001885,basic,29,2026-01-05,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001466,CUST_001337,basic,99,2026-01-06,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001467,CUST_000492,enterprise,29,2026-01-07,2024-02-28,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001468,CUST_000922,enterprise,29,2026-01-08,2024-06-26,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001469,CUST_001945,enterprise,299,2026-01-09,2024-11-08,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001470,CUST_000127,basic,299,2026-01-10,2024-05-22,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001471,CUST_001542,premium,99,2026-01-11,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001472,CUST_001449,premium,99,2026-01-12,2025-03-04,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001473,CUST_001582,premium,299,2026-01-13,2025-06-21,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001474,CUST_000564,basic,29,2026-01-14,2025-03-12,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001475,CUST_001210,premium,99,2026-01-15,2024-11-15,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001476,CUST_000549,premium,99,2026-01-16,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001477,CUST_000452,premium,99,2026-01-17,2024-07-10,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001478,CUST_000470,basic,29,2026-01-18,2024-05-06,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001479,CUST_000987,premium,299,2026-01-19,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001480,CUST_000737,premium,99,2026-01-20,2024-05-26,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001481,CUST_001588,basic,299,2026-01-21,2025-06-19,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001482,CUST_001934,enterprise,299,2026-01-22,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001483,CUST_000223,premium,29,2026-01-23,2024-07-28,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001484,CUST_000153,enterprise,29,2026-01-24,2024-11-12,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001485,CUST_000559,premium,29,2026-01-25,2024-10-18,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001486,CUST_000350,basic,29,2026-01-26,2025-05-31,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001487,CUST_001170,enterprise,29,2026-01-27,2024-07-29,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001488,CUST_001928,enterprise,29,2026-01-28,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001489,CUST_001599,enterprise,99,2026-01-29,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001490,CUST_000348,enterprise,299,2026-01-30,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001491,CUST_000181,premium,29,2026-01-31,2024-05-25,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001492,CUST_000636,premium,99,2026-02-01,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001493,CUST_001017,enterprise,299,2026-02-02,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001494,CUST_000178,premium,29,2026-02-03,2024-10-13,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001495,CUST_001062,enterprise,29,2026-02-04,2025-07-16,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001496,CUST_000771,enterprise,99,2026-02-05,2024-03-20,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001497,CUST_000893,basic,299,2026-02-06,2025-05-31,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001498,CUST_001026,enterprise,29,2026-02-07,2024-08-13,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001499,CUST_001015,premium,299,2026-02-08,2025-02-21,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001500,CUST_000063,enterprise,99,2026-02-09,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001501,CUST_000028,basic,29,2026-02-10,2024-12-05,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001502,CUST_000371,premium,299,2026-02-11,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001503,CUST_001546,basic,99,2026-02-12,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001504,CUST_000096,basic,99,2026-02-13,2025-01-29,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001505,CUST_001893,enterprise,29,2026-02-14,2025-01-27,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001506,CUST_001465,basic,299,2026-02-15,2024-03-21,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001507,CUST_001226,basic,29,2026-02-16,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001508,CUST_001434,premium,29,2026-02-17,2024-06-23,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001509,CUST_000992,basic,299,2026-02-18,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001510,CUST_000020,enterprise,299,2026-02-19,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001511,CUST_001574,enterprise,299,2026-02-20,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001512,CUST_000734,enterprise,99,2026-02-21,2024-11-23,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001513,CUST_001125,basic,99,2026-02-22,2024-11-29,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001514,CUST_001069,premium,299,2026-02-23,2024-09-25,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001515,CUST_000065,enterprise,99,2026-02-24,2025-06-30,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001516,CUST_000602,basic,29,2026-02-25,2025-03-15,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001517,CUST_001187,enterprise,299,2026-02-26,2024-02-22,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001518,CUST_001994,enterprise,29,2026-02-27,2024-11-01,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001519,CUST_001134,premium,299,2026-02-28,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001520,CUST_000337,enterprise,29,2026-03-01,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001521,CUST_000122,premium,299,2026-03-02,2024-05-17,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001522,CUST_001728,basic,29,2026-03-03,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001523,CUST_000446,enterprise,299,2026-03-04,2024-12-15,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001524,CUST_000610,basic,299,2026-03-05,2024-12-24,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001525,CUST_001314,basic,99,2026-03-06,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001526,CUST_000670,basic,29,2026-03-07,2024-02-13,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001527,CUST_001435,enterprise,99,2026-03-08,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001528,CUST_000614,premium,29,2026-03-09,2025-07-06,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001529,CUST_000896,enterprise,99,2026-03-10,2024-08-13,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001530,CUST_000280,basic,299,2026-03-11,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001531,CUST_001066,premium,99,2026-03-12,2025-03-29,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001532,CUST_001509,basic,99,2026-03-13,2024-09-02,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001533,CUST_000595,premium,299,2026-03-14,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001534,CUST_001986,enterprise,99,2026-03-15,2025-07-24,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001535,CUST_000702,premium,299,2026-03-16,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001536,CUST_001074,enterprise,29,2026-03-17,2025-05-28,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001537,CUST_001921,basic,99,2026-03-18,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001538,CUST_000209,premium,299,2026-03-19,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001539,CUST_000125,basic,299,2026-03-20,2024-11-27,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001540,CUST_000491,premium,99,2026-03-21,2024-10-20,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001541,CUST_001532,enterprise,29,2026-03-22,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001542,CUST_000959,premium,99,2026-03-23,2024-08-30,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001543,CUST_000969,premium,299,2026-03-24,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001544,CUST_000580,enterprise,29,2026-03-25,2024-05-21,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001545,CUST_000776,enterprise,99,2026-03-26,2025-05-19,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001546,CUST_000257,enterprise,299,2026-03-27,2024-04-26,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001547,CUST_001953,premium,99,2026-03-28,2024-07-13,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001548,CUST_001211,basic,29,2026-03-29,2025-04-29,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001549,CUST_000229,premium,29,2026-03-30,2025-07-17,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001550,CUST_000188,premium,29,2026-03-31,2024-03-28,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001551,CUST_001438,basic,29,2026-04-01,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001552,CUST_000009,enterprise,29,2026-04-02,2025-03-07,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001553,CUST_001137,premium,99,2026-04-03,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001554,CUST_001099,basic,29,2026-04-04,2025-07-02,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001555,CUST_000675,enterprise,29,2026-04-05,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001556,CUST_000501,enterprise,299,2026-04-06,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001557,CUST_000084,premium,29,2026-04-07,2024-04-13,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001558,CUST_000048,enterprise,299,2026-04-08,2024-12-30,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001559,CUST_001518,enterprise,299,2026-04-09,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001560,CUST_000837,basic,299,2026-04-10,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001561,CUST_001007,basic,99,2026-04-11,2024-04-23,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001562,CUST_000688,enterprise,99,2026-04-12,2024-06-12,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001563,CUST_000386,basic,299,2026-04-13,2024-12-14,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001564,CUST_000969,enterprise,99,2026-04-14,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001565,CUST_001412,premium,29,2026-04-15,2025-01-31,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001566,CUST_001005,basic,99,2026-04-16,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001567,CUST_000217,enterprise,29,2026-04-17,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001568,CUST_001724,enterprise,29,2026-04-18,2024-02-12,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001569,CUST_001004,basic,99,2026-04-19,2024-10-26,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001570,CUST_001369,basic,99,2026-04-20,2024-04-09,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001571,CUST_001253,premium,299,2026-04-21,2024-04-28,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001572,CUST_000254,enterprise,99,2026-04-22,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001573,CUST_000235,premium,99,2026-04-23,2025-07-27,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001574,CUST_001049,premium,99,2026-04-24,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001575,CUST_001607,premium,29,2026-04-25,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001576,CUST_001284,basic,29,2026-04-26,2024-10-16,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001577,CUST_001789,premium,29,2026-04-27,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001578,CUST_000270,basic,299,2026-04-28,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001579,CUST_000122,basic,299,2026-04-29,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001580,CUST_000655,premium,299,2026-04-30,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001581,CUST_001280,premium,29,2026-05-01,2025-08-22,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001582,CUST_001679,enterprise,99,2026-05-02,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001583,CUST_001444,premium,299,2026-05-03,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001584,CUST_000258,enterprise,299,2026-05-04,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001585,CUST_000947,premium,29,2026-05-05,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001586,CUST_000046,premium,299,2026-05-06,2025-01-01,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001587,CUST_000862,premium,99,2026-05-07,2024-08-03,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001588,CUST_000524,premium,29,2026-05-08,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001589,CUST_000887,enterprise,29,2026-05-09,2025-08-10,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001590,CUST_000207,enterprise,99,2026-05-10,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001591,CUST_001334,premium,99,2026-05-11,2024-11-14,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001592,CUST_000746,premium,99,2026-05-12,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001593,CUST_000148,enterprise,299,2026-05-13,2024-05-15,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001594,CUST_001857,basic,99,2026-05-14,2025-05-07,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001595,CUST_000437,basic,29,2026-05-15,2024-07-01,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001596,CUST_000154,basic,99,2026-05-16,2024-06-27,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001597,CUST_001701,enterprise,29,2026-05-17,2024-06-09,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001598,CUST_001113,enterprise,29,2026-05-18,2025-06-04,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001599,CUST_001721,basic,299,2026-05-19,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_001600,CUST_001853,basic,99,2026-05-20,2025-07-19,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
