interaction_id,customer_id,interaction_date,interaction_type,category,priority,resolution_time_hours,satisfaction_score,resolved
INT_001516,CUST_000836,2023-08-03 04:00:00,phone,billing,low,21.829169040177124,3,False
INT_001517,CUST_001721,2023-08-03 05:00:00,phone,billing,low,7.1219577293811,1,False
INT_001518,CUST_001891,2023-08-03 06:00:00,chat,account,low,14.43415804237641,3,False
INT_001519,CUST_001372,2023-08-03 07:00:00,email,billing,medium,10.986391594784958,1,True
INT_001520,CUST_000904,2023-08-03 08:00:00,email,account,low,2.681030387344723,3,False
INT_001521,CUST_001496,2023-08-03 09:00:00,phone,account,low,8.585909804583261,1,True
INT_001522,CUST_000046,2023-08-03 10:00:00,phone,account,high,3.3468289628834413,1,True
INT_001523,CUST_001591,2023-08-03 11:00:00,phone,billing,high,40.88267731771343,3,True
INT_001524,CUST_001669,2023-08-03 12:00:00,email,technical,medium,17.65442588254399,1,True
INT_001525,CUST_000375,2023-08-03 13:00:00,email,technical,low,20.503778985586855,2,False
INT_001526,CUST_000907,2023-08-03 14:00:00,phone,technical,low,37.14171170187049,1,True
INT_001527,CUST_001325,2023-08-03 15:00:00,chat,technical,low,0.9563143186132467,1,True
INT_001528,CUST_000029,2023-08-03 16:00:00,email,technical,medium,2.854348562533229,4,True
INT_001529,CUST_000368,2023-08-03 17:00:00,chat,technical,low,9.244640160981543,2,False
INT_001530,CUST_001210,2023-08-03 18:00:00,email,account,high,0.021736409308121395,4,True
INT_001531,CUST_000811,2023-08-03 19:00:00,phone,technical,medium,1.5830219224007804,5,True
INT_001532,CUST_001268,2023-08-03 20:00:00,phone,onboarding,high,5.486133613844682,2,False
INT_001533,CUST_000520,2023-08-03 21:00:00,chat,onboarding,high,13.297724002869295,4,False
INT_001534,CUST_000935,2023-08-03 22:00:00,email,onboarding,low,19.058757683826673,5,True
INT_001535,CUST_001941,2023-08-03 23:00:00,email,account,low,9.69327064116702,1,True
INT_001536,CUST_000254,2023-08-04 00:00:00,chat,technical,low,1.308845862799711,4,False
INT_001537,CUST_001197,2023-08-04 01:00:00,phone,technical,medium,1.1447059673308455,2,False
INT_001538,CUST_001306,2023-08-04 02:00:00,email,onboarding,high,6.670627173773193,3,True
INT_001539,CUST_000009,2023-08-04 03:00:00,chat,billing,high,14.15382397122388,4,False
INT_001540,CUST_000363,2023-08-04 04:00:00,phone,onboarding,medium,0.9548312842177429,3,True
INT_001541,CUST_000959,2023-08-04 05:00:00,phone,account,high,2.58268803158209,5,True
INT_001542,CUST_001868,2023-08-04 06:00:00,phone,onboarding,high,4.994366217434237,2,False
INT_001543,CUST_000843,2023-08-04 07:00:00,phone,onboarding,low,9.475382975115329,1,False
INT_001544,CUST_001591,2023-08-04 08:00:00,email,onboarding,low,13.330957094614671,1,False
INT_001545,CUST_001454,2023-08-04 09:00:00,email,billing,low,7.617795804969009,5,True
INT_001546,CUST_001803,2023-08-04 10:00:00,chat,onboarding,low,5.319074404884187,4,True
INT_001547,CUST_000795,2023-08-04 11:00:00,email,technical,low,0.3648196113290753,4,False
INT_001548,CUST_001082,2023-08-04 12:00:00,chat,technical,high,3.61535009180956,3,False
INT_001549,CUST_001085,2023-08-04 13:00:00,chat,account,medium,4.784207044325569,3,False
INT_001550,CUST_001187,2023-08-04 14:00:00,email,account,high,0.983643798692591,3,False
INT_001551,CUST_000254,2023-08-04 15:00:00,phone,technical,medium,6.148305461940384,3,False
INT_001552,CUST_001422,2023-08-04 16:00:00,phone,technical,high,9.624507897516594,1,False
INT_001553,CUST_000776,2023-08-04 17:00:00,email,onboarding,medium,12.009786432955964,2,True
INT_001554,CUST_001489,2023-08-04 18:00:00,email,onboarding,low,6.28560413542975,2,False
INT_001555,CUST_001149,2023-08-04 19:00:00,phone,technical,medium,1.306869907646839,1,False
INT_001556,CUST_001255,2023-08-04 20:00:00,email,onboarding,high,8.146479507132714,3,False
INT_001557,CUST_000602,2023-08-04 21:00:00,chat,onboarding,high,1.6845538875035095,2,False
INT_001558,CUST_001431,2023-08-04 22:00:00,email,onboarding,medium,3.1140543030937233,4,True
INT_001559,CUST_001313,2023-08-04 23:00:00,chat,technical,medium,1.4305924776850842,1,False
INT_001560,CUST_000174,2023-08-05 00:00:00,phone,account,medium,0.9169539322181264,4,False
INT_001561,CUST_001647,2023-08-05 01:00:00,email,onboarding,medium,1.8332246461827781,2,False
INT_001562,CUST_000373,2023-08-05 02:00:00,phone,billing,high,5.216027503097004,5,False
INT_001563,CUST_000264,2023-08-05 03:00:00,email,technical,low,5.839356656326451,4,True
INT_001564,CUST_000924,2023-08-05 04:00:00,email,billing,low,9.921440954266208,2,True
INT_001565,CUST_000559,2023-08-05 05:00:00,phone,technical,low,1.1555316423987991,4,True
INT_001566,CUST_001105,2023-08-05 06:00:00,chat,technical,medium,3.8257637086292458,2,True
INT_001567,CUST_000923,2023-08-05 07:00:00,chat,onboarding,medium,14.448255480194467,1,False
INT_001568,CUST_000276,2023-08-05 08:00:00,email,account,medium,21.358938363804356,1,True
INT_001569,CUST_001250,2023-08-05 09:00:00,chat,account,medium,9.257101876057751,3,True
INT_001570,CUST_000048,2023-08-05 10:00:00,chat,onboarding,high,19.381625520675815,3,True
INT_001571,CUST_001046,2023-08-05 11:00:00,chat,account,medium,5.001719674150111,2,True
INT_001572,CUST_001564,2023-08-05 12:00:00,chat,account,high,1.0650669281211587,4,True
INT_001573,CUST_001124,2023-08-05 13:00:00,chat,billing,high,11.371921353581794,3,False
INT_001574,CUST_000995,2023-08-05 14:00:00,chat,technical,medium,13.658129197918234,3,True
INT_001575,CUST_001993,2023-08-05 15:00:00,chat,onboarding,low,1.1698880127176743,1,False
INT_001576,CUST_000851,2023-08-05 16:00:00,email,billing,high,1.337590301334651,1,True
INT_001577,CUST_000266,2023-08-05 17:00:00,chat,billing,low,0.018347695811177452,5,False
INT_001578,CUST_000702,2023-08-05 18:00:00,phone,technical,low,9.910196932763117,1,False
INT_001579,CUST_001273,2023-08-05 19:00:00,email,billing,high,4.348787990262096,5,False
INT_001580,CUST_001061,2023-08-05 20:00:00,chat,onboarding,high,5.583969197731306,3,True
INT_001581,CUST_000020,2023-08-05 21:00:00,chat,onboarding,high,0.652691212443352,4,False
INT_001582,CUST_000926,2023-08-05 22:00:00,chat,account,medium,0.06320326987160106,1,False
INT_001583,CUST_000716,2023-08-05 23:00:00,chat,onboarding,medium,4.630465670246082,3,False
INT_001584,CUST_000883,2023-08-06 00:00:00,phone,account,low,11.449864884632605,1,True
INT_001585,CUST_000310,2023-08-06 01:00:00,chat,account,high,0.18160348938289636,3,False
INT_001586,CUST_000951,2023-08-06 02:00:00,phone,technical,medium,0.15685332172937524,5,True
INT_001587,CUST_001233,2023-08-06 03:00:00,chat,technical,low,1.1361214917209064,2,False
INT_001588,CUST_000813,2023-08-06 04:00:00,email,account,high,28.5046250356121,2,False
INT_001589,CUST_001883,2023-08-06 05:00:00,phone,technical,high,15.273580255126934,5,True
INT_001590,CUST_001541,2023-08-06 06:00:00,email,technical,high,3.1116390193195587,2,True
INT_001591,CUST_000409,2023-08-06 07:00:00,email,account,high,1.0839256082717246,4,False
INT_001592,CUST_001699,2023-08-06 08:00:00,email,billing,low,1.024009366808407,4,False
INT_001593,CUST_000062,2023-08-06 09:00:00,chat,account,medium,4.233673891937211,5,True
INT_001594,CUST_001347,2023-08-06 10:00:00,chat,onboarding,low,1.5498845007999462,4,True
INT_001595,CUST_001631,2023-08-06 11:00:00,chat,technical,medium,2.608003864434532,5,True
INT_001596,CUST_000641,2023-08-06 12:00:00,email,onboarding,high,4.444860971839343,5,True
INT_001597,CUST_001718,2023-08-06 13:00:00,chat,technical,low,5.933183859823422,2,False
INT_001598,CUST_000469,2023-08-06 14:00:00,chat,billing,low,0.6384083062959216,3,True
INT_001599,CUST_000140,2023-08-06 15:00:00,chat,technical,low,20.949227911927114,4,True
INT_001600,CUST_000267,2023-08-06 16:00:00,phone,onboarding,medium,0.523475948132263,4,False
INT_001601,CUST_001141,2023-08-06 17:00:00,chat,account,high,26.035393643082116,3,True
INT_001602,CUST_000706,2023-08-06 18:00:00,chat,onboarding,high,2.8838767558993066,5,False
INT_001603,CUST_000839,2023-08-06 19:00:00,phone,onboarding,high,2.8998722414432865,5,False
INT_001604,CUST_000248,2023-08-06 20:00:00,phone,technical,medium,23.194245905496288,2,True
INT_001605,CUST_001447,2023-08-06 21:00:00,chat,onboarding,high,7.437799146375305,2,True
INT_001606,CUST_001628,2023-08-06 22:00:00,email,billing,low,3.275623072185126,3,False
INT_001607,CUST_001012,2023-08-06 23:00:00,email,account,high,7.410169006391515,2,True
INT_001608,CUST_001719,2023-08-07 00:00:00,phone,account,low,40.20485276337388,5,False
INT_001609,CUST_000085,2023-08-07 01:00:00,phone,technical,medium,19.380583288191463,1,True
INT_001610,CUST_000830,2023-08-07 02:00:00,phone,onboarding,low,2.5576779322828473,3,True
INT_001611,CUST_001176,2023-08-07 03:00:00,email,account,medium,0.5099386207829786,1,False
INT_001612,CUST_001031,2023-08-07 04:00:00,chat,account,low,14.803043147780583,4,False
INT_001613,CUST_001992,2023-08-07 05:00:00,chat,onboarding,medium,1.270940044697693,1,True
INT_001614,CUST_000799,2023-08-07 06:00:00,email,onboarding,medium,8.849315824112562,4,False
INT_001615,CUST_000556,2023-08-07 07:00:00,chat,onboarding,medium,10.176586749144576,3,True
INT_001616,CUST_000281,2023-08-07 08:00:00,email,technical,low,2.9343686606006427,3,True
INT_001617,CUST_001312,2023-08-07 09:00:00,chat,account,low,8.38478786724215,1,True
INT_001618,CUST_001164,2023-08-07 10:00:00,phone,onboarding,low,7.744852180106244,2,False
INT_001619,CUST_001247,2023-08-07 11:00:00,phone,billing,medium,12.001813800822603,1,True
INT_001620,CUST_000127,2023-08-07 12:00:00,email,billing,low,23.140086035234873,5,False
INT_001621,CUST_001519,2023-08-07 13:00:00,email,technical,medium,1.4316031381233008,5,False
INT_001622,CUST_000938,2023-08-07 14:00:00,phone,billing,high,8.49393643152887,3,False
INT_001623,CUST_000141,2023-08-07 15:00:00,email,account,low,7.890211876113767,2,True
INT_001624,CUST_000312,2023-08-07 16:00:00,email,billing,medium,6.967067455113398,2,True
INT_001625,CUST_001931,2023-08-07 17:00:00,email,onboarding,high,4.961293074908131,4,False
INT_001626,CUST_000998,2023-08-07 18:00:00,chat,billing,low,45.549768241205186,5,False
INT_001627,CUST_001700,2023-08-07 19:00:00,email,technical,low,13.40839090456374,4,False
INT_001628,CUST_000160,2023-08-07 20:00:00,email,account,high,13.188038647119143,5,False
INT_001629,CUST_000402,2023-08-07 21:00:00,phone,technical,low,13.20313542791826,1,False
INT_001630,CUST_001555,2023-08-07 22:00:00,chat,technical,high,1.0377851531104874,3,False
INT_001631,CUST_000306,2023-08-07 23:00:00,chat,onboarding,medium,1.470198395105313,4,True
INT_001632,CUST_000690,2023-08-08 00:00:00,phone,billing,low,1.8129811820271482,2,False
INT_001633,CUST_000712,2023-08-08 01:00:00,chat,onboarding,medium,4.216029208604343,3,True
INT_001634,CUST_000025,2023-08-08 02:00:00,phone,onboarding,medium,4.572161317630727,3,False
INT_001635,CUST_000189,2023-08-08 03:00:00,email,technical,medium,2.982709193700823,4,True
INT_001636,CUST_001568,2023-08-08 04:00:00,chat,account,medium,6.472751327263648,4,True
INT_001637,CUST_001798,2023-08-08 05:00:00,chat,onboarding,medium,13.592569179951433,3,False
INT_001638,CUST_001715,2023-08-08 06:00:00,phone,onboarding,medium,2.6307564439920856,2,False
INT_001639,CUST_001737,2023-08-08 07:00:00,chat,onboarding,medium,1.8605968426054276,3,True
INT_001640,CUST_000219,2023-08-08 08:00:00,chat,account,high,28.32149177736956,1,False
INT_001641,CUST_001277,2023-08-08 09:00:00,email,technical,medium,1.5753273493923892,1,False
INT_001642,CUST_000772,2023-08-08 10:00:00,phone,account,medium,30.27005599425592,1,False
INT_001643,CUST_001971,2023-08-08 11:00:00,phone,technical,low,11.710357156711789,4,True
INT_001644,CUST_001699,2023-08-08 12:00:00,phone,technical,medium,10.039183739263546,3,True
INT_001645,CUST_001659,2023-08-08 13:00:00,phone,technical,low,16.70161458766254,1,False
INT_001646,CUST_001587,2023-08-08 14:00:00,phone,onboarding,high,0.7229788493965672,5,False
INT_001647,CUST_000144,2023-08-08 15:00:00,chat,technical,low,1.6935656233024523,1,False
INT_001648,CUST_000091,2023-08-08 16:00:00,chat,onboarding,medium,0.8026304747098623,5,True
INT_001649,CUST_001409,2023-08-08 17:00:00,chat,billing,medium,12.511248760658344,4,True
INT_001650,CUST_000853,2023-08-08 18:00:00,chat,onboarding,high,0.6822869357112258,2,False
INT_001651,CUST_001520,2023-08-08 19:00:00,email,billing,medium,0.013346956827976805,3,False
INT_001652,CUST_001210,2023-08-08 20:00:00,chat,technical,low,1.0759664439491567,3,False
INT_001653,CUST_000145,2023-08-08 21:00:00,email,account,low,1.08530252257421,1,False
INT_001654,CUST_001040,2023-08-08 22:00:00,email,technical,medium,0.4366657261920606,1,False
INT_001655,CUST_000062,2023-08-08 23:00:00,email,onboarding,low,5.103077131452879,4,True
INT_001656,CUST_001087,2023-08-09 00:00:00,phone,onboarding,high,19.97658183342884,3,False
INT_001657,CUST_001926,2023-08-09 01:00:00,email,onboarding,high,13.5537167132298,1,False
INT_001658,CUST_000479,2023-08-09 02:00:00,phone,onboarding,medium,14.199301892290983,3,False
INT_001659,CUST_000038,2023-08-09 03:00:00,email,onboarding,medium,0.486570212784915,4,False
INT_001660,CUST_000548,2023-08-09 04:00:00,email,billing,high,9.974308127751183,1,False
INT_001661,CUST_000037,2023-08-09 05:00:00,phone,onboarding,high,4.5468661122507115,3,True
INT_001662,CUST_001628,2023-08-09 06:00:00,phone,onboarding,medium,40.264463570836135,4,False
INT_001663,CUST_001778,2023-08-09 07:00:00,chat,onboarding,medium,2.3151507864339833,1,False
INT_001664,CUST_001711,2023-08-09 08:00:00,phone,account,low,2.4523496910323037,4,False
INT_001665,CUST_000323,2023-08-09 09:00:00,phone,billing,medium,1.2873742433737831,5,True
INT_001666,CUST_001773,2023-08-09 10:00:00,phone,technical,low,9.267272340261009,2,True
INT_001667,CUST_000598,2023-08-09 11:00:00,email,billing,medium,7.137246513691997,1,True
INT_001668,CUST_001422,2023-08-09 12:00:00,phone,account,high,3.27069847632497,5,True
INT_001669,CUST_000016,2023-08-09 13:00:00,phone,onboarding,medium,9.351750623365781,4,False
INT_001670,CUST_001687,2023-08-09 14:00:00,email,billing,high,6.5510318236298515,1,True
INT_001671,CUST_001145,2023-08-09 15:00:00,chat,technical,high,7.641516253140446,5,True
INT_001672,CUST_001447,2023-08-09 16:00:00,email,technical,medium,3.475017218426935,1,False
INT_001673,CUST_000735,2023-08-09 17:00:00,chat,account,medium,9.708477627922814,3,False
INT_001674,CUST_000962,2023-08-09 18:00:00,chat,onboarding,medium,23.66772248564152,1,False
INT_001675,CUST_001056,2023-08-09 19:00:00,email,account,medium,1.6622874712829896,2,False
INT_001676,CUST_001002,2023-08-09 20:00:00,email,billing,high,0.2145240957873508,1,False
INT_001677,CUST_001518,2023-08-09 21:00:00,chat,technical,medium,19.103351033914727,2,True
INT_001678,CUST_001232,2023-08-09 22:00:00,chat,technical,low,15.988641967113955,4,True
INT_001679,CUST_001593,2023-08-09 23:00:00,phone,technical,high,2.8062099795226376,1,False
INT_001680,CUST_000036,2023-08-10 00:00:00,chat,account,low,17.552109101612526,5,False
INT_001681,CUST_001944,2023-08-10 01:00:00,phone,technical,medium,11.361218730730522,3,False
INT_001682,CUST_000619,2023-08-10 02:00:00,email,account,high,16.00687683660491,4,True
INT_001683,CUST_001805,2023-08-10 03:00:00,email,billing,medium,24.469325329359734,1,False
INT_001684,CUST_000940,2023-08-10 04:00:00,email,technical,low,4.735040961621201,2,True
INT_001685,CUST_000667,2023-08-10 05:00:00,chat,technical,low,16.281247265416287,4,True
INT_001686,CUST_001193,2023-08-10 06:00:00,chat,billing,high,12.476856586837457,4,False
INT_001687,CUST_001061,2023-08-10 07:00:00,phone,technical,high,8.67117742954891,4,True
INT_001688,CUST_001437,2023-08-10 08:00:00,email,technical,medium,28.02470797053416,5,False
INT_001689,CUST_001146,2023-08-10 09:00:00,chat,technical,medium,10.883224412274938,3,False
INT_001690,CUST_001749,2023-08-10 10:00:00,email,technical,low,8.832950603291538,3,False
INT_001691,CUST_001943,2023-08-10 11:00:00,email,account,medium,8.725795395585667,1,True
INT_001692,CUST_000124,2023-08-10 12:00:00,chat,account,high,9.205116460505709,4,True
INT_001693,CUST_000478,2023-08-10 13:00:00,chat,technical,medium,22.69839329253657,5,False
INT_001694,CUST_001537,2023-08-10 14:00:00,phone,onboarding,high,3.3544465127107816,2,True
INT_001695,CUST_001423,2023-08-10 15:00:00,email,onboarding,low,12.282874645573425,3,False
INT_001696,CUST_001054,2023-08-10 16:00:00,email,onboarding,low,2.3048904047349996,1,True
INT_001697,CUST_001988,2023-08-10 17:00:00,phone,onboarding,low,3.101095601682627,5,True
INT_001698,CUST_000347,2023-08-10 18:00:00,email,technical,high,10.637801896325115,5,False
INT_001699,CUST_000992,2023-08-10 19:00:00,phone,billing,low,7.286628382452629,1,False
INT_001700,CUST_000566,2023-08-10 20:00:00,chat,billing,high,23.574558021041003,3,False
INT_001701,CUST_001580,2023-08-10 21:00:00,chat,technical,low,10.811381442779055,3,False
INT_001702,CUST_000327,2023-08-10 22:00:00,email,billing,high,5.189391460790399,3,True
INT_001703,CUST_001533,2023-08-10 23:00:00,chat,account,low,1.4486632815857605,3,False
INT_001704,CUST_001466,2023-08-11 00:00:00,phone,technical,medium,0.8716591504321101,1,True
INT_001705,CUST_000933,2023-08-11 01:00:00,chat,account,high,6.872057721336001,2,True
INT_001706,CUST_000459,2023-08-11 02:00:00,phone,onboarding,medium,8.590309490080255,2,False
INT_001707,CUST_000906,2023-08-11 03:00:00,chat,onboarding,low,6.600444190487645,1,True
INT_001708,CUST_000624,2023-08-11 04:00:00,phone,technical,high,5.6822990137572305,3,False
INT_001709,CUST_001223,2023-08-11 05:00:00,phone,technical,low,7.869306383634646,5,True
INT_001710,CUST_000013,2023-08-11 06:00:00,phone,billing,medium,5.333514176510255,4,True
INT_001711,CUST_000621,2023-08-11 07:00:00,email,onboarding,high,0.6542729467306884,1,False
INT_001712,CUST_000216,2023-08-11 08:00:00,email,onboarding,medium,1.570157077998631,4,False
INT_001713,CUST_000671,2023-08-11 09:00:00,chat,technical,low,1.2391806489274013,3,False
INT_001714,CUST_001792,2023-08-11 10:00:00,email,onboarding,low,4.2415296186806986,2,False
INT_001715,CUST_000542,2023-08-11 11:00:00,chat,billing,high,0.7453557565141069,1,True
INT_001716,CUST_001234,2023-08-11 12:00:00,phone,account,medium,3.675788525009092,4,False
INT_001717,CUST_001330,2023-08-11 13:00:00,phone,technical,high,0.9396015224380394,5,True
INT_001718,CUST_000932,2023-08-11 14:00:00,chat,billing,medium,7.564158451323147,4,False
INT_001719,CUST_001968,2023-08-11 15:00:00,chat,technical,high,25.23940610067295,4,True
INT_001720,CUST_001343,2023-08-11 16:00:00,phone,billing,low,10.939740261023495,4,False
INT_001721,CUST_001685,2023-08-11 17:00:00,chat,account,low,0.8748822686853568,3,False
INT_001722,CUST_001782,2023-08-11 18:00:00,chat,billing,medium,0.5344155304181702,5,True
INT_001723,CUST_000399,2023-08-11 19:00:00,chat,billing,medium,15.32023053845333,1,False
INT_001724,CUST_000139,2023-08-11 20:00:00,chat,onboarding,medium,0.7732858262192778,1,True
INT_001725,CUST_000909,2023-08-11 21:00:00,chat,billing,high,25.782786353369694,4,False
INT_001726,CUST_001560,2023-08-11 22:00:00,phone,technical,high,2.4515434295529452,4,True
INT_001727,CUST_001481,2023-08-11 23:00:00,email,technical,medium,6.6787000171783895,3,False
INT_001728,CUST_001590,2023-08-12 00:00:00,email,onboarding,medium,6.02612718136881,3,True
INT_001729,CUST_001098,2023-08-12 01:00:00,email,onboarding,medium,16.066268765260265,4,False
INT_001730,CUST_001350,2023-08-12 02:00:00,phone,onboarding,medium,4.335863785367027,2,False
INT_001731,CUST_000487,2023-08-12 03:00:00,phone,account,low,3.5142133078662043,5,False
INT_001732,CUST_000173,2023-08-12 04:00:00,email,technical,medium,7.338448844979187,4,True
INT_001733,CUST_000424,2023-08-12 05:00:00,phone,onboarding,low,6.356396558710545,3,False
INT_001734,CUST_001386,2023-08-12 06:00:00,chat,account,medium,16.17942096634897,1,True
INT_001735,CUST_001060,2023-08-12 07:00:00,email,technical,low,15.879355326495423,2,False
INT_001736,CUST_001606,2023-08-12 08:00:00,chat,onboarding,medium,8.692518793441222,1,False
INT_001737,CUST_001095,2023-08-12 09:00:00,chat,account,high,39.46460213972272,5,False
INT_001738,CUST_001255,2023-08-12 10:00:00,email,technical,high,18.198144830022308,5,False
INT_001739,CUST_001070,2023-08-12 11:00:00,chat,account,medium,2.9934518184044268,4,True
INT_001740,CUST_000523,2023-08-12 12:00:00,chat,billing,high,0.6103358163630869,3,True
INT_001741,CUST_001988,2023-08-12 13:00:00,phone,technical,low,9.662235720768784,3,True
INT_001742,CUST_001567,2023-08-12 14:00:00,phone,onboarding,high,2.4056197864283186,5,False
INT_001743,CUST_001073,2023-08-12 15:00:00,email,onboarding,low,10.503807888942108,5,False
INT_001744,CUST_000658,2023-08-12 16:00:00,phone,onboarding,high,1.736254123580137,2,False
INT_001745,CUST_000669,2023-08-12 17:00:00,email,technical,medium,18.226375712138584,2,False
INT_001746,CUST_001049,2023-08-12 18:00:00,chat,onboarding,low,3.7080009377058163,3,True
INT_001747,CUST_000626,2023-08-12 19:00:00,phone,billing,high,2.733870756549799,3,False
INT_001748,CUST_001274,2023-08-12 20:00:00,chat,billing,high,4.136789856938709,2,False
INT_001749,CUST_001631,2023-08-12 21:00:00,phone,account,low,13.607746765600881,2,False
INT_001750,CUST_000791,2023-08-12 22:00:00,chat,technical,medium,9.157027318333936,2,True
INT_001751,CUST_001621,2023-08-12 23:00:00,chat,onboarding,medium,0.630754440461269,5,False
INT_001752,CUST_001713,2023-08-13 00:00:00,phone,technical,medium,1.15679749965428,5,False
INT_001753,CUST_001821,2023-08-13 01:00:00,email,billing,medium,17.681335741183915,1,False
INT_001754,CUST_001503,2023-08-13 02:00:00,chat,billing,low,8.779334873344308,2,True
INT_001755,CUST_000585,2023-08-13 03:00:00,phone,onboarding,high,3.483986568720991,2,False
INT_001756,CUST_000164,2023-08-13 04:00:00,email,billing,high,4.188189383245967,4,True
INT_001757,CUST_000414,2023-08-13 05:00:00,email,account,high,4.708015413843537,5,True
INT_001758,CUST_000351,2023-08-13 06:00:00,chat,billing,high,0.7850722625510488,4,False
INT_001759,CUST_000792,2023-08-13 07:00:00,email,billing,low,3.2239716329580013,5,False
INT_001760,CUST_001414,2023-08-13 08:00:00,email,account,medium,3.567204783882327,2,True
INT_001761,CUST_001164,2023-08-13 09:00:00,email,onboarding,high,31.570977909944645,5,False
INT_001762,CUST_000863,2023-08-13 10:00:00,chat,onboarding,low,1.7169884522944132,2,False
INT_001763,CUST_000359,2023-08-13 11:00:00,chat,technical,low,2.0014275680812483,3,False
INT_001764,CUST_001802,2023-08-13 12:00:00,email,technical,medium,20.507544035009264,1,True
INT_001765,CUST_000583,2023-08-13 13:00:00,phone,billing,high,24.922613588801568,5,False
INT_001766,CUST_000767,2023-08-13 14:00:00,chat,account,high,13.623603364666831,2,False
INT_001767,CUST_001862,2023-08-13 15:00:00,chat,onboarding,medium,1.4397761222363268,1,False
INT_001768,CUST_000353,2023-08-13 16:00:00,chat,account,low,5.994887126259085,3,False
INT_001769,CUST_001556,2023-08-13 17:00:00,phone,onboarding,low,8.207896152698492,3,False
INT_001770,CUST_000383,2023-08-13 18:00:00,email,billing,medium,7.971438255273417,4,True
INT_001771,CUST_000811,2023-08-13 19:00:00,phone,technical,high,13.231799120378842,2,False
INT_001772,CUST_001588,2023-08-13 20:00:00,email,account,low,7.090783393386122,2,False
INT_001773,CUST_001923,2023-08-13 21:00:00,phone,account,low,10.82666501381103,1,False
INT_001774,CUST_001920,2023-08-13 22:00:00,email,onboarding,medium,38.00478503911131,4,False
INT_001775,CUST_000308,2023-08-13 23:00:00,email,billing,high,2.778089470481116,3,False
INT_001776,CUST_001451,2023-08-14 00:00:00,phone,technical,low,3.9079516653759345,5,False
INT_001777,CUST_000147,2023-08-14 01:00:00,email,account,medium,2.4154596347198156,4,True
INT_001778,CUST_001869,2023-08-14 02:00:00,phone,account,low,2.9663565392749076,4,False
INT_001779,CUST_001990,2023-08-14 03:00:00,chat,billing,high,2.0315273634518185,1,False
INT_001780,CUST_001417,2023-08-14 04:00:00,email,account,high,2.582690139941492,4,False
INT_001781,CUST_001739,2023-08-14 05:00:00,phone,account,low,18.26466054627861,1,False
INT_001782,CUST_000719,2023-08-14 06:00:00,email,billing,low,3.5056625704464306,2,False
INT_001783,CUST_000032,2023-08-14 07:00:00,chat,onboarding,low,27.0003731789378,1,True
INT_001784,CUST_000000,2023-08-14 08:00:00,email,account,medium,19.919840116670525,2,True
INT_001785,CUST_000891,2023-08-14 09:00:00,phone,account,high,1.21602394275014,2,False
INT_001786,CUST_001535,2023-08-14 10:00:00,phone,account,low,12.085428497180377,4,True
INT_001787,CUST_001676,2023-08-14 11:00:00,chat,technical,low,3.7731958877180416,2,True
INT_001788,CUST_000764,2023-08-14 12:00:00,phone,technical,high,4.181224362871813,4,True
INT_001789,CUST_001775,2023-08-14 13:00:00,chat,technical,low,6.698061242711973,2,True
INT_001790,CUST_001364,2023-08-14 14:00:00,chat,billing,low,1.462504053084753,2,True
INT_001791,CUST_000605,2023-08-14 15:00:00,phone,onboarding,medium,26.42301767754556,2,False
INT_001792,CUST_000461,2023-08-14 16:00:00,chat,onboarding,high,33.27684679260926,2,False
INT_001793,CUST_001759,2023-08-14 17:00:00,phone,onboarding,medium,1.5499253363681382,5,True
INT_001794,CUST_000254,2023-08-14 18:00:00,email,onboarding,medium,2.2917615812893297,4,True
INT_001795,CUST_001234,2023-08-14 19:00:00,chat,onboarding,medium,0.2130095067678775,3,True
INT_001796,CUST_001642,2023-08-14 20:00:00,phone,billing,high,2.8977081623578016,2,False
INT_001797,CUST_001661,2023-08-14 21:00:00,email,billing,medium,11.319854512884062,5,False
INT_001798,CUST_001551,2023-08-14 22:00:00,chat,account,medium,8.980041280659544,3,True
INT_001799,CUST_001747,2023-08-14 23:00:00,phone,account,medium,9.355540156215293,3,True
INT_001800,CUST_000560,2023-08-15 00:00:00,chat,account,high,2.215398611308879,5,False
INT_001801,CUST_001725,2023-08-15 01:00:00,chat,onboarding,medium,5.302593564915334,3,False
INT_001802,CUST_001656,2023-08-15 02:00:00,chat,billing,medium,16.7657979398078,4,False
INT_001803,CUST_001667,2023-08-15 03:00:00,email,billing,high,3.0500313029024446,3,False
INT_001804,CUST_000609,2023-08-15 04:00:00,email,technical,high,8.980389505618723,4,True
INT_001805,CUST_001104,2023-08-15 05:00:00,email,onboarding,low,3.044007375061724,3,True
INT_001806,CUST_001391,2023-08-15 06:00:00,phone,billing,high,6.6106194217199405,3,True
INT_001807,CUST_000327,2023-08-15 07:00:00,phone,technical,high,14.774347277494279,2,False
INT_001808,CUST_001045,2023-08-15 08:00:00,email,billing,medium,5.4391906073176655,3,False
INT_001809,CUST_000950,2023-08-15 09:00:00,email,billing,low,14.62116046244115,2,False
INT_001810,CUST_000845,2023-08-15 10:00:00,phone,technical,medium,3.2401568541209484,4,False
INT_001811,CUST_000539,2023-08-15 11:00:00,chat,account,low,5.635012618621231,3,False
INT_001812,CUST_001021,2023-08-15 12:00:00,email,billing,low,3.507481282115511,2,True
INT_001813,CUST_000216,2023-08-15 13:00:00,phone,onboarding,high,45.266118724126514,5,True
